"Number","Question","Answer1","Answer2","DOI","Year","Author","Comments"
3,"Do they model an observation process for survival?","no","from literature or derived from other estimates and lambda = 1","10.1111/1365-2664.12194",2014,"Crawford",NA
4,"Do they model an observation process for fecundity?","no","from literature or derived from other estimates","10.1111/1365-2664.12194",2014,"Crawford",NA
5,"Was uncertainty reported?","no",NA,"10.1111/1365-2664.12194",2014,"Crawford",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.1111/1365-2664.12194",2014,"Crawford",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","declining < 0.98","10.1111/1365-2664.12194",2014,"Crawford",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","adult survival was most influential","10.1111/1365-2664.12194",2014,"Crawford",NA
9,"Pre or post breeding census","can't tell","not mentioned explicitly","10.1111/1365-2664.12194",2014,"Crawford",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1111/1365-2664.12194",2014,"Crawford",NA
11,"What is error if one found?",NA,NA,"10.1111/1365-2664.12194",2014,"Crawford",NA
12,"What metric used for fecundity?","mean clutch size times mean clutch frequency times egg survival times proportion female",NA,"10.1111/1365-2664.12194",2014,"Crawford",NA
13,"Sample size",NA,"from literature","10.1111/1365-2664.12194",2014,"Crawford",NA
1,"Is there an MPM in original paper?","yes",NA,"10.3354/esr00657",2015,"Whitehead","really important paper"
2,"Organism","mammal","sperm whale","10.3354/esr00657",2015,"Whitehead",NA
3,"Do they model an observation process for survival?","yes","likelihood mark-recapture analysis or log-likelihood of identification","10.3354/esr00657",2015,"Whitehead",NA
4,"Do they model an observation process for fecundity?","no","direct calculation: estimate proportion from data","10.3354/esr00657",2015,"Whitehead",NA
5,"Was uncertainty reported?","yes","survival from model, rest from block bootstrap","10.3354/esr00657",2015,"Whitehead",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.3354/esr00657",2015,"Whitehead",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","population decline of 2.7% per year","10.3354/esr00657",2015,"Whitehead",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","adult mortality is most influential","10.3354/esr00657",2015,"Whitehead",NA
9,"Pre or post breeding census","can't tell","might be continuous breeding","10.3354/esr00657",2015,"Whitehead",NA
10,"Life cycle correctly estimated?","no",NA,"10.3354/esr00657",2015,"Whitehead",NA
11,"What is error if one found?","should be some survival in fecundity","i.e. survival of calf to next t","10.3354/esr00657",2015,"Whitehead",NA
12,"What metric used for fecundity?","probability that a adult gives birth to a calf during the year","but inexplicitly includes perinatal mortality","10.3354/esr00657",2015,"Whitehead",NA
13,"Sample size","811","total number of adults identified","10.3354/esr00657",2015,"Whitehead",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1080/02755947.2015.1111279",2016,"Ng","popbio "
2,"Organism","fish","lake trout","10.1080/02755947.2015.1111279",2016,"Ng",NA
3,"Do they model an observation process for survival?","yes","Huggins closed population model in Program MARK","10.1080/02755947.2015.1111279",2016,"Ng","MARK"
4,"Do they model an observation process for fecundity?","no","eggs per female then regression to get by age","10.1080/02755947.2015.1111279",2016,"Ng",NA
5,"Was uncertainty reported?","yes","parametric bootstrap","10.1080/02755947.2015.1111279",2016,"Ng","transient dynamics"
6,"If reported, was the uncertainty complete for all parameters?","yes","I think so","10.1080/02755947.2015.1111279",2016,"Ng",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","1.03 in abstract, 1.01 asymptotic in results ","10.1080/02755947.2015.1111279",2016,"Ng",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","asymptotic sensitivity analysis, survival of age 2-5 was most important transient sensitivity analysis juvenile surivival was most influential ","10.1080/02755947.2015.1111279",2016,"Ng",NA
9,"Pre or post breeding census","pre","weekly sampling","10.1080/02755947.2015.1111279",2016,"Ng",NA
10,"Life cycle correctly estimated?","no",NA,"10.1080/02755947.2015.1111279",2016,"Ng",NA
11,"What is error if one found?","seems to be eggs rather than recruits but not clear",NA,"10.1080/02755947.2015.1111279",2016,"Ng",NA
12,"What metric used for fecundity?","eggs per female",NA,"10.1080/02755947.2015.1111279",2016,"Ng",NA
13,"Sample size","4392","fish caught, 2959 marked and released, 104 recaptured once","10.1080/02755947.2015.1111279",2016,"Ng",NA
1,"Is there an MPM in original paper?","no","survival analysis only","10.1111/mms.12427",2017,"DeLong",NA
2,"Organism","mammal","sea lion","10.1111/mms.12427",2017,"DeLong",NA
3,"Do they model an observation process for survival?",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
4,"Do they model an observation process for fecundity?",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
5,"Was uncertainty reported?",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
7,"Was lambda estimated from matrix? If yes what conclusion",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
9,"Pre or post breeding census",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
10,"Life cycle correctly estimated?",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
11,"What is error if one found?",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
12,"What metric used for fecundity?",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
13,"Sample size",NA,NA,"10.1111/mms.12427",2017,"DeLong",NA
1,"Is there an MPM in original paper?","yes",NA,"10.3354/meps10547",2014,"New",NA
2,"Organism","mammal ","elephant seal","10.3354/meps10547",2014,"New",NA
3,"Do they model an observation process for survival?","no","adapted from literature, except pup survival","10.3354/meps10547",2014,"New",NA
4,"Do they model an observation process for fecundity?","no","adapted from literature","10.3354/meps10547",2014,"New",NA
5,"Was uncertainty reported?","yes","pup survival confidence interval","10.3354/meps10547",2014,"New",NA
6,"If reported, was the uncertainty complete for all parameters?","no","some survival reproduction","10.3354/meps10547",2014,"New",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes",NA,"10.3354/meps10547",2014,"New",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.3354/meps10547",2014,"New",NA
9,"Pre or post breeding census","can't tell","think it is post","10.3354/meps10547",2014,"New",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.3354/meps10547",2014,"New",NA
11,"What is error if one found?",NA,NA,"10.3354/meps10547",2014,"New",NA
12,"What metric used for fecundity?","can't tell","not clearly reported, presumably number of pups per female","10.3354/meps10547",2014,"New",NA
13,"Sample size","23","number of females fitted with telemetry device","10.3354/meps10547",2014,"New",NA
1,"Is there an MPM in original paper?","yes",NA,"10.3354/meps10377",2013,"Jiménez-Melero",NA
2,"Organism","copepod","Arctodiaptomus salinus","10.3354/meps10377",2013,"Jiménez-Melero",NA
3,"Do they model an observation process for survival?","no","inverse method of estimation, Wood's quadratic programming method","10.3354/meps10377",2013,"Jiménez-Melero","estimated vital rates from abundance data using matrix"
4,"Do they model an observation process for fecundity?","no","inverse method of estimation, Wood's quadratic programming method","10.3354/meps10377",2013,"Jiménez-Melero",NA
5,"Was uncertainty reported?","no","can't see it but was reported for other models in paper","10.3354/meps10377",2013,"Jiménez-Melero",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.3354/meps10377",2013,"Jiménez-Melero",NA
7,"Was lambda estimated from matrix? If yes what conclusion","no",NA,"10.3354/meps10377",2013,"Jiménez-Melero",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.3354/meps10377",2013,"Jiménez-Melero",NA
9,"Pre or post breeding census","can't tell","think it is pre but time step not a year","10.3354/meps10377",2013,"Jiménez-Melero",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.3354/meps10377",2013,"Jiménez-Melero",NA
11,"What is error if one found?",NA,NA,"10.3354/meps10377",2013,"Jiménez-Melero",NA
12,"What metric used for fecundity?","nauplii recruitment","includes hatching success and larval mortality","10.3354/meps10377",2013,"Jiménez-Melero",NA
13,"Sample size","can't tell","not reported","10.3354/meps10377",2013,"Jiménez-Melero","pretty certain it is not reported!"
1,"Is there an MPM in original paper?","no","has a matrix but not a matrix population model","10.3354/meps09094",2011,"Button","authors describe it as foundation for a MPM"
2,"Organism","gastropoda","pink abalone","10.3354/meps09094",2011,"Button",NA
3,"Do they model an observation process for survival?",NA,NA,"10.3354/meps09094",2011,"Button",NA
4,"Do they model an observation process for fecundity?",NA,NA,"10.3354/meps09094",2011,"Button",NA
5,"Was uncertainty reported?",NA,NA,"10.3354/meps09094",2011,"Button",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.3354/meps09094",2011,"Button",NA
7,"Was lambda estimated from matrix? If yes what conclusion",NA,NA,"10.3354/meps09094",2011,"Button",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion",NA,NA,"10.3354/meps09094",2011,"Button",NA
9,"Pre or post breeding census",NA,NA,"10.3354/meps09094",2011,"Button",NA
10,"Life cycle correctly estimated?",NA,NA,"10.3354/meps09094",2011,"Button",NA
11,"What is error if one found?",NA,NA,"10.3354/meps09094",2011,"Button",NA
12,"What metric used for fecundity?",NA,NA,"10.3354/meps09094",2011,"Button",NA
13,"Sample size",NA,NA,"10.3354/meps09094",2011,"Button",NA
1,"Is there an MPM in original paper?","yes","use over 1000 matrices","10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
2,"Organism","mammal","humans","10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
3,"Do they model an observation process for survival?","no","direct calculation: 1 - 5 times deaths/population size","10.1007/s10144-018-0620-y",2018,"Nicol-Harper","bit suspect that some survival estimates became negative"
4,"Do they model an observation process for fecundity?","no","direct calculation: 5 times births over population size times square root of maternal survival times square root of 0-4 survival ","10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
5,"Was uncertainty reported?","no",NA,"10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","hovers around 1 but decreases towards end of time series","10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
9,"Pre or post breeding census","birth flow","5 year time step","10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
10,"Life cycle correctly estimated?","yes","not super clear","10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
11,"What is error if one found?",NA,NA,"10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
12,"What metric used for fecundity?","5 times births divided by female population size times maternal and infant survival",NA,"10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
13,"Sample size","not reported",NA,"10.1007/s10144-018-0620-y",2018,"Nicol-Harper",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
2,"Organism","mammal","elk","10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
3,"Do they model an observation process for survival?","no","non-parametric Kaplan-Meier survival analysis adults, calves known fate approach in program MARK sub-groups of adults decomposed by proportion in population and survival from yellowstone","10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
4,"Do they model an observation process for fecundity?","no","direct calculation and logistic regression and assumptions of decline from previous study","10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
5,"Was uncertainty reported?","yes","and propagated through simulation","10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","stochastic growth rate migrant 0.866 and resident 0.897","10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
9,"Pre or post breeding census","pre",NA,"10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
11,"What is error if one found?",NA,NA,"10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
12,"What metric used for fecundity?","fecundity (pregnancy) and calf survival",NA,"10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
13,"Sample size","352","total captured: 150pregnant females, 132 for adult female survival, 79 calves for calf survival","10.1111/j.1600-0706.2011.19436.x",2011,"Hebblewhite",NA
1,"Is there an MPM in original paper?","yes",NA,"10.7717/peerj.549",2014,"Beissinger","very data poor species"
2,"Organism","fish","Devils Hole pupfish","10.7717/peerj.549",2014,"Beissinger",NA
3,"Do they model an observation process for survival?","no","range from expert opinion/literature","10.7717/peerj.549",2014,"Beissinger",NA
4,"Do they model an observation process for fecundity?","no","range from expert opinion/literature","10.7717/peerj.549",2014,"Beissinger",NA
5,"Was uncertainty reported?","yes","a range of values was chosen for each matrix element","10.7717/peerj.549",2014,"Beissinger",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.7717/peerj.549",2014,"Beissinger",NA
7,"Was lambda estimated from matrix? If yes what conclusion","no",NA,"10.7717/peerj.549",2014,"Beissinger",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","adults had the greatest influence","10.7717/peerj.549",2014,"Beissinger",NA
9,"Pre or post breeding census","post","7 day time step","10.7717/peerj.549",2014,"Beissinger",NA
10,"Life cycle correctly estimated?","yes",NA,"10.7717/peerj.549",2014,"Beissinger",NA
11,"What is error if one found?",NA,NA,"10.7717/peerj.549",2014,"Beissinger",NA
12,"What metric used for fecundity?","number of eggs",NA,"10.7717/peerj.549",2014,"Beissinger",NA
13,"Sample size",NA,"random sample of parameters from expert opinion","10.7717/peerj.549",2014,"Beissinger",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1007/s10144-012-0306-9",2012,"Kerbiriou","DON'T LABEL WHAT THE ± IS!!!!!"
2,"Organism","bird","northern fulmar","10.1007/s10144-012-0306-9",2012,"Kerbiriou","program ULM"
3,"Do they model an observation process for survival?","maybe","from literature but I think from capture-recapture models OR robust design spatial occupancy model in program PRESENCE","10.1007/s10144-012-0306-9",2012,"Kerbiriou",NA
4,"Do they model an observation process for fecundity?","no","from literature or direct calculation of number of fledge offspring per apparently occupied sites","10.1007/s10144-012-0306-9",2012,"Kerbiriou",NA
