Number,Question,Answer1,Answer2,DOI,Year,Author,Comments
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,survival and transitions were more important,10.1007/s00227-012-1933-6,2012,Haslob,
9,Pre or post breeding census,not reported,think continuous reproduction and daily,10.1007/s00227-012-1933-6,2012,Haslob,
10,Life cycle correctly estimated?,can't tell,,10.1007/s00227-012-1933-6,2012,Haslob,
11,What is error if one found?,NA,,10.1007/s00227-012-1933-6,2012,Haslob,
12,What metric used for fecundity?,produced eggs per individual,"compound rate including sex ratio, proportion mature, L50, spawning interval, batch fecundity",10.1007/s00227-012-1933-6,2012,Haslob,
13,Sample size,not reported,,10.1007/s00227-012-1933-6,2012,Haslob,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1007/s00442-010-1761-7,2010,Hudgens,from literature so no sample size for individual vital rates
2,Organism,mammal,island fox,10.1007/s00442-010-1761-7,2010,Hudgens,
3,Do they model an observation process for survival?,no,from literature and then modified based on changes in behaviour,10.1007/s00442-010-1761-7,2010,Hudgens,
4,Do they model an observation process for fecundity?,no,from literature,10.1007/s00442-010-1761-7,2010,Hudgens,
5,Was uncertainty reported?,no,,10.1007/s00442-010-1761-7,2010,Hudgens,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1007/s00442-010-1761-7,2010,Hudgens,
7,Was lambda estimated from matrix? If yes what conclusion,yes,lambda of 0.64 for baseline but 0.74 under shifted behaviour,10.1007/s00442-010-1761-7,2010,Hudgens,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,no,,10.1007/s00442-010-1761-7,2010,Hudgens,
9,Pre or post breeding census,not reported,,10.1007/s00442-010-1761-7,2010,Hudgens,
10,Life cycle correctly estimated?,yes,includes survival in fecundity,10.1007/s00442-010-1761-7,2010,Hudgens,
11,What is error if one found?,NA,,10.1007/s00442-010-1761-7,2010,Hudgens,
12,What metric used for fecundity?,number of female pups per female fox multiplied by pup survival,,10.1007/s00442-010-1761-7,2010,Hudgens,
13,Sample size,NA,from literature,10.1007/s00442-010-1761-7,2010,Hudgens,
,,,,,,,
1,Is there an MPM in original paper?,yes,experiment,10.1007/s10646-010-0507-y,2010,Duchet,PopTools
2,Organism,Anomopoda,Daphnia pulex and Daphnia magna,10.1007/s10646-010-0507-y,2010,Duchet,RAMAS GIS
3,Do they model an observation process for survival?,no,direct calculation: from life table,10.1007/s10646-010-0507-y,2010,Duchet,
4,Do they model an observation process for fecundity?,no,direct calculation: from life table,10.1007/s10646-010-0507-y,2010,Duchet,
5,Was uncertainty reported?,yes,standard error of lambda from simulation,10.1007/s10646-010-0507-y,2010,Duchet,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.1007/s10646-010-0507-y,2010,Duchet,there are error bars on plots but they are not labelled so no idea what they are
7,Was lambda estimated from matrix? If yes what conclusion,yes,"for lab conditions D. pulex had lambda over 1 in all treatments, D. magna switched to negative growth in spinosad treatment. In field, population growth rates were below 1 for D.pulex but above 1 for D. magna. ",10.1007/s10646-010-0507-y,2010,Duchet,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,no,,10.1007/s10646-010-0507-y,2010,Duchet,
9,Pre or post breeding census,post,,10.1007/s10646-010-0507-y,2010,Duchet,
10,Life cycle correctly estimated?,yes,,10.1007/s10646-010-0507-y,2010,Duchet,
11,What is error if one found?,NA,,10.1007/s10646-010-0507-y,2010,Duchet,
12,What metric used for fecundity?,average number of female offspring produced per female of age x,also includes survival of mother,10.1007/s10646-010-0507-y,2010,Duchet,
13,Sample size,not reported,,10.1007/s10646-010-0507-y,2010,Duchet,
,,,,,,,
1,Is there an MPM in original paper?,yes,experiment,10.1007/s11270-014-2207-3,2014,Santadino,
2,Organism,Opisthopora,Eisenia fetida,10.1007/s11270-014-2207-3,2014,Santadino,
3,Do they model an observation process for survival?,no,direct calculation,10.1007/s11270-014-2207-3,2014,Santadino,
4,Do they model an observation process for fecundity?,no,direct calculation,10.1007/s11270-014-2207-3,2014,Santadino,
5,Was uncertainty reported?,yes,standard error for lambda but no idea where it comes from,10.1007/s11270-014-2207-3,2014,Santadino,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1007/s11270-014-2207-3,2014,Santadino,
7,Was lambda estimated from matrix? If yes what conclusion,yes,1.037 in control but down to 0.473 and 0.315 under dosage treatments,10.1007/s11270-014-2207-3,2014,Santadino,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,most important in control is adult survival but in treatments is survival from juvenile to adult,10.1007/s11270-014-2207-3,2014,Santadino,
9,Pre or post breeding census,not reported,,10.1007/s11270-014-2207-3,2014,Santadino,
10,Life cycle correctly estimated?,can't tell,,10.1007/s11270-014-2207-3,2014,Santadino,
11,What is error if one found?,NA,,10.1007/s11270-014-2207-3,2014,Santadino,
12,What metric used for fecundity?,number of eggs produced per adult,,10.1007/s11270-014-2207-3,2014,Santadino,
13,Sample size,not reported,,10.1007/s11270-014-2207-3,2014,Santadino,
,,,,,,,
1,Is there an MPM in original paper?,no,call it a two stage population projection model not MPM and do not treat it like a matrix,10.1007/s10980-013-9896-7,2013,Hovick,
2,Organism,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
3,Do they model an observation process for survival?,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
4,Do they model an observation process for fecundity?,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
5,Was uncertainty reported?,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1007/s10980-013-9896-7,2013,Hovick,
7,Was lambda estimated from matrix? If yes what conclusion,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
9,Pre or post breeding census,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
10,Life cycle correctly estimated?,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
11,What is error if one found?,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
12,What metric used for fecundity?,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
13,Sample size,NA,,10.1007/s10980-013-9896-7,2013,Hovick,
,,,,,,,
1,Is there an MPM in original paper?,no,none mentioned,10.3354/meps08595,2010,Lenihan,
2,Organism,NA,,10.3354/meps08595,2010,Lenihan,
3,Do they model an observation process for survival?,NA,,10.3354/meps08595,2010,Lenihan,
4,Do they model an observation process for fecundity?,NA,,10.3354/meps08595,2010,Lenihan,
5,Was uncertainty reported?,NA,,10.3354/meps08595,2010,Lenihan,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.3354/meps08595,2010,Lenihan,
7,Was lambda estimated from matrix? If yes what conclusion,NA,,10.3354/meps08595,2010,Lenihan,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,NA,,10.3354/meps08595,2010,Lenihan,
9,Pre or post breeding census,NA,,10.3354/meps08595,2010,Lenihan,
10,Life cycle correctly estimated?,NA,,10.3354/meps08595,2010,Lenihan,
11,What is error if one found?,NA,,10.3354/meps08595,2010,Lenihan,
12,What metric used for fecundity?,NA,,10.3354/meps08595,2010,Lenihan,
13,Sample size,NA,,10.3354/meps08595,2010,Lenihan,
,,,,,,,
1,Is there an MPM in original paper?,no,state-space Bayesian model,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,COULD BE USEFUL FOR FORECASTING
2,Organism,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
3,Do they model an observation process for survival?,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
4,Do they model an observation process for fecundity?,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
5,Was uncertainty reported?,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
7,Was lambda estimated from matrix? If yes what conclusion,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
9,Pre or post breeding census,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
10,Life cycle correctly estimated?,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
11,What is error if one found?,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
12,What metric used for fecundity?,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
13,Sample size,NA,,10.1111/j.1365-2664.2010.01846.x,2010,Johnson,
,,,,,,,
1,Is there an MPM in original paper?,no,individual based model,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
2,Organism,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
3,Do they model an observation process for survival?,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
4,Do they model an observation process for fecundity?,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
5,Was uncertainty reported?,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
7,Was lambda estimated from matrix? If yes what conclusion,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
9,Pre or post breeding census,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
10,Life cycle correctly estimated?,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
11,What is error if one found?,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
12,What metric used for fecundity?,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
13,Sample size,NA,,10.1016/j.ecolmodel.2010.06.026,2010,Wiederholt,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1016/j.biocon.2009.12.010,2010,Kruger,COULD BE AN EXAMPLE OF WHY VALIDATION IMPORTANT
2,Organism,bird,white-tailed eagle,10.1016/j.biocon.2009.12.010,2010,Kruger,
3,Do they model an observation process for survival?,no,direct probability or mean of neighbouring ages,10.1016/j.biocon.2009.12.010,2010,Kruger,
4,Do they model an observation process for fecundity?,no,polynomial GLMM,10.1016/j.biocon.2009.12.010,2010,Kruger,
5,Was uncertainty reported?,yes,lambda,10.1016/j.biocon.2009.12.010,2010,Kruger,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1016/j.biocon.2009.12.010,2010,Kruger,
7,Was lambda estimated from matrix? If yes what conclusion,yes,"declining 1947-1974, increasing 1975-2008",10.1016/j.biocon.2009.12.010,2010,Kruger,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,adult and pre-breeding survival are key vital rate elements,10.1016/j.biocon.2009.12.010,2010,Kruger,
9,Pre or post breeding census,post,,10.1016/j.biocon.2009.12.010,2010,Kruger,
10,Life cycle correctly estimated?,yes,,10.1016/j.biocon.2009.12.010,2010,Kruger,
11,What is error if one found?,NA,,10.1016/j.biocon.2009.12.010,2010,Kruger,
12,What metric used for fecundity?,number of chicks per breeding attempt*0.5,,10.1016/j.biocon.2009.12.010,2010,Kruger,
13,Sample size,80,total birds for survival,10.1016/j.biocon.2009.12.010,2010,Kruger,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1655/09-005.1,2010,Zamora-Abrego,
2,Organism,reptile,knob-scaled lizard,10.1655/09-005.1,2010,Zamora-Abrego,
3,Do they model an observation process for survival?,NA,direct calculation: proportion,10.1655/09-005.1,2010,Zamora-Abrego,capture whole population
4,Do they model an observation process for fecundity?,no,mean litter size per year,10.1655/09-005.1,2010,Zamora-Abrego,"15, 20, 18 pregnant females"
5,Was uncertainty reported?,yes,lambda - analytical method,10.1655/09-005.1,2010,Zamora-Abrego,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1655/09-005.1,2010,Zamora-Abrego,
7,Was lambda estimated from matrix? If yes what conclusion,yes,positive growth in 2001-2003 but negative 2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,growth of yearlings and juveniles and stasis of adults were most important,10.1655/09-005.1,2010,Zamora-Abrego,
9,Pre or post breeding census,post,,10.1655/09-005.1,2010,Zamora-Abrego,
10,Life cycle correctly estimated?,yes,,10.1655/09-005.1,2010,Zamora-Abrego,
11,What is error if one found?,NA,,10.1655/09-005.1,2010,Zamora-Abrego,
12,What metric used for fecundity?,mean litter size times female survival,,10.1655/09-005.1,2010,Zamora-Abrego,
13,Sample size,145,"total lizards marked, 56 males and 89 females",10.1655/09-005.1,2010,Zamora-Abrego,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1644/09-MAMM-A-047.1.,2010,Corti,PopTools
2,Organism,mammal,huemul deer,10.1644/09-MAMM-A-047.1.,2010,Corti,FLAG
3,Do they model an observation process for survival?,no,apparent survival estimated with Kaplan-Meier procedure,10.1644/09-MAMM-A-047.1.,2010,Corti,
4,Do they model an observation process for fecundity?,no,direct calculation,10.1644/09-MAMM-A-047.1.,2010,Corti,
5,Was uncertainty reported?,yes,only standard deviations for vital rates,10.1644/09-MAMM-A-047.1.,2010,Corti,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.1644/09-MAMM-A-047.1.,2010,Corti,
7,Was lambda estimated from matrix? If yes what conclusion,yes,stable,10.1644/09-MAMM-A-047.1.,2010,Corti,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,adutl female survival was most important,10.1644/09-MAMM-A-047.1.,2010,Corti,
9,Pre or post breeding census,pre,,10.1644/09-MAMM-A-047.1.,2010,Corti,
10,Life cycle correctly estimated?,yes,,10.1644/09-MAMM-A-047.1.,2010,Corti,
11,What is error if one found?,NA,,10.1644/09-MAMM-A-047.1.,2010,Corti,
12,What metric used for fecundity?,recruitment,,10.1644/09-MAMM-A-047.1.,2010,Corti,
13,Sample size,88,total identified deer; ,10.1644/09-MAMM-A-047.1.,2010,Corti,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.2744/CCB-0778.1,2010,Mogollones,
2,Organism,reptile,Podocnemis expansa,10.2744/CCB-0778.1,2010,Mogollones,
3,Do they model an observation process for survival?,no,direct alculation: Frazer's method and Peulou method,10.2744/CCB-0778.1,2010,Mogollones,
4,Do they model an observation process for fecundity?,no,direct calculation: number of eggs * propotion female,10.2744/CCB-0778.1,2010,Mogollones,
5,Was uncertainty reported?,no,some reported for an earlier analysis but not the matrix,10.2744/CCB-0778.1,2010,Mogollones,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.2744/CCB-0778.1,2010,Mogollones,
7,Was lambda estimated from matrix? If yes what conclusion,yes,0.9287,10.2744/CCB-0778.1,2010,Mogollones,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,surviving and passing from category 2 to 3 was most important,10.2744/CCB-0778.1,2010,Mogollones,
9,Pre or post breeding census,not reported,possibly post,10.2744/CCB-0778.1,2010,Mogollones,
10,Life cycle correctly estimated?,can't tell,,10.2744/CCB-0778.1,2010,Mogollones,
11,What is error if one found?,can't tell,,10.2744/CCB-0778.1,2010,Mogollones,
12,What metric used for fecundity?,number of female eggs per female,,10.2744/CCB-0778.1,2010,Mogollones,
13,Sample size,975,total turtles from 1998-2004,10.2744/CCB-0778.1,2010,Mogollones,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1890/08-0305.1,2010,Sakaris,PopTools
2,Organism,fish,flathead catfish,10.1890/08-0305.1,2010,Sakaris,
3,Do they model an observation process for survival?,no,catch curve analysis,10.1890/08-0305.1,2010,Sakaris,
4,Do they model an observation process for fecundity?,no,linear regression model,10.1890/08-0305.1,2010,Sakaris,
5,Was uncertainty reported?,yes,on population size projections from stochastic sim,10.1890/08-0305.1,2010,Sakaris,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1890/08-0305.1,2010,Sakaris,
7,Was lambda estimated from matrix? If yes what conclusion,yes,stochastic lambda 0.970 to 1.009 depending on stochastic scenario,10.1890/08-0305.1,2010,Sakaris,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,Survivals were more important than fecundities,10.1890/08-0305.1,2010,Sakaris,
9,Pre or post breeding census,post,,10.1890/08-0305.1,2010,Sakaris,
10,Life cycle correctly estimated?,yes,,10.1890/08-0305.1,2010,Sakaris,
11,What is error if one found?,NA,,10.1890/08-0305.1,2010,Sakaris,
12,What metric used for fecundity?,not reported,,10.1890/08-0305.1,2010,Sakaris,
13,Sample size,935,total catfish (799 in Coosa River 136 in Ocmulgee River),10.1890/08-0305.1,2010,Sakaris,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1890/08-2060.1,2010,McMurray,PopTools
2,Organism,sponge,Xestospongia muta,10.1890/08-2060.1,2010,McMurray,
3,Do they model an observation process for survival?,no,direct calculation,10.1890/08-2060.1,2010,McMurray,
4,Do they model an observation process for fecundity?,no,no reproduction in original matrix but do test recruitment vector,10.1890/08-2060.1,2010,McMurray,
5,Was uncertainty reported?,yes,bootstrap CI,10.1890/08-2060.1,2010,McMurray,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1890/08-2060.1,2010,McMurray,
7,Was lambda estimated from matrix? If yes what conclusion,yes,increasing when inc recruitment. 0.756 to 0.974 for survival only,10.1890/08-2060.1,2010,McMurray,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,survival of the largest class was most important. LTRE: mortality of largest two classes most important,10.1890/08-2060.1,2010,McMurray,
9,Pre or post breeding census,not reported,doesn't include reproduction and t = 3 years,10.1890/08-2060.1,2010,McMurray,
10,Life cycle correctly estimated?,can't tell,,10.1890/08-2060.1,2010,McMurray,
11,What is error if one found?,NA,,10.1890/08-2060.1,2010,McMurray,
12,What metric used for fecundity?,NA,,10.1890/08-2060.1,2010,McMurray,
13,Sample size,519,total sponges across 2 sites,10.1890/08-2060.1,2010,McMurray,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1890/09-1641.1,2010,Hunter,
2,Organism,mammal,polar bear,10.1890/09-1641.1,2010,Hunter,USEFUL POLICY QUOTES
3,Do they model an observation process for survival?,yes,multi-state mark recapture model,10.1890/09-1641.1,2010,Hunter,
4,Do they model an observation process for fecundity?,yes,multi-state mark recapture model output combined with estimate of litter size,10.1890/09-1641.1,2010,Hunter,
5,Was uncertainty reported?,yes,parametric bootstrap for model and parameter estimation uncertainty,10.1890/09-1641.1,2010,Hunter,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1890/09-1641.1,2010,Hunter,"uncertainty almost certaintly exists, just not reported"
7,Was lambda estimated from matrix? If yes what conclusion,yes,declines as ice free years increase or as poor years increase in stochastic simulations,10.1890/09-1641.1,2010,Hunter,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,LTRE: reductions caused by reduced adult female survival and reduced breeding,10.1890/09-1641.1,2010,Hunter,
9,Pre or post breeding census,not reported,guess post as breeding is conditional on survival,10.1890/09-1641.1,2010,Hunter,
10,Life cycle correctly estimated?,not clear,,10.1890/09-1641.1,2010,Hunter,
11,What is error if one found?,NA,,10.1890/09-1641.1,2010,Hunter,
12,What metric used for fecundity?,addition of 2 year olds,,10.1890/09-1641.1,2010,Hunter,
13,Sample size,627,individuals in study,10.1890/09-1641.1,2010,Hunter,
,,,,,,,
1,Is there an MPM in original paper?,yes,some experiment,10.1098/rspb.2009.1724,2010,Edeline,SciLab software
2,Organism,fish,Esox lucius,10.1098/rspb.2009.1724,2010,Edeline,
3,Do they model an observation process for survival?,no,size dependent survival function - GAM but survival of stage 1 from literature,10.1098/rspb.2009.1724,2010,Edeline,
4,Do they model an observation process for fecundity?,no,size dependent fecundity function - GAM,10.1098/rspb.2009.1724,2010,Edeline,
5,Was uncertainty reported?,yes,SE of effect of stress,10.1098/rspb.2009.1724,2010,Edeline,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.1098/rspb.2009.1724,2010,Edeline,
7,Was lambda estimated from matrix? If yes what conclusion,yes,37-56% decline in lambda under stress,10.1098/rspb.2009.1724,2010,Edeline,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,older ages became more important under stress,10.1098/rspb.2009.1724,2010,Edeline,
9,Pre or post breeding census,not reported,,10.1098/rspb.2009.1724,2010,Edeline,
10,Life cycle correctly estimated?,not clear,,10.1098/rspb.2009.1724,2010,Edeline,
11,What is error if one found?,NA,should be IPM as all body length based,10.1098/rspb.2009.1724,2010,Edeline,
12,What metric used for fecundity?,number of eggs,,10.1098/rspb.2009.1724,2010,Edeline,
13,Sample size,5065,total fish of all ages,10.1098/rspb.2009.1724,2010,Edeline,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1007/s10764-010-9461-z,2010,Blomquist,popbio
2,Organism,mammal,rhesus macaques,10.1007/s10764-010-9461-z,2010,Blomquist,
3,Do they model an observation process for survival?,NA,direct calculation,10.1007/s10764-010-9461-z,2010,Blomquist,
4,Do they model an observation process for fecundity?,NA,direct calculation,10.1007/s10764-010-9461-z,2010,Blomquist,
5,Was uncertainty reported?,yes,SE plotted for mature adult survival,10.1007/s10764-010-9461-z,2010,Blomquist,
6,"If reported, was the uncertainty complete for all parameters?",no,some survival reproduction,10.1007/s10764-010-9461-z,2010,Blomquist,
7,Was lambda estimated from matrix? If yes what conclusion,yes,all above 1 and mixed results for rank,10.1007/s10764-010-9461-z,2010,Blomquist,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,elasticity path analysis. not all results reported. highest elasticity is removal prob and mature adult survival,10.1007/s10764-010-9461-z,2010,Blomquist,
9,Pre or post breeding census,pre,,10.1007/s10764-010-9461-z,2010,Blomquist,
10,Life cycle correctly estimated?,yes,,10.1007/s10764-010-9461-z,2010,Blomquist,
11,What is error if one found?,NA,,10.1007/s10764-010-9461-z,2010,Blomquist,
12,What metric used for fecundity?,survival to first census,,10.1007/s10764-010-9461-z,2010,Blomquist,
13,Sample size,3964,max number in each age group summed,10.1007/s10764-010-9461-z,2010,Blomquist,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.2193/2008-093,2010,Grear,
2,Organism,bird,common loon,10.2193/2008-093,2010,Grear,
3,Do they model an observation process for survival?,can't tell,previous mark recapture analysis,10.2193/2008-093,2010,Grear,
4,Do they model an observation process for fecundity?,no,mixed-effects model,10.2193/2008-093,2010,Grear,
5,Was uncertainty reported?,yes,standard errors,10.2193/2008-093,2010,Grear,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.2193/2008-093,2010,Grear,
7,Was lambda estimated from matrix? If yes what conclusion,yes,1.01 (0.97 - 1.05) and 0.99 (0.96-1.02) for New Hampshire and Wisconsin,10.2193/2008-093,2010,Grear,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,elasticity and sensitivity most sensitive to adult survival,10.2193/2008-093,2010,Grear,
9,Pre or post breeding census,post,,10.2193/2008-093,2010,Grear,
10,Life cycle correctly estimated?,yes,,10.2193/2008-093,2010,Grear,
11,What is error if one found?,NA,,10.2193/2008-093,2010,Grear,
12,What metric used for fecundity?,number of female chicks per female,"includes survival of mother, sex ratio, and breeding probability",10.2193/2008-093,2010,Grear,
13,Sample size,not reported,,10.2193/2008-093,2010,Grear,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.3354/meps08437,2010,Linares,
2,Organism,Alcyonacea,Paramuricea clavata,10.3354/meps08437,2010,Linares,
3,Do they model an observation process for survival?,no,direct calculation,10.3354/meps08437,2010,Linares,
4,Do they model an observation process for fecundity?,no,assumptions,10.3354/meps08437,2010,Linares,
5,Was uncertainty reported?,no,,10.3354/meps08437,2010,Linares,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.3354/meps08437,2010,Linares,
7,Was lambda estimated from matrix? If yes what conclusion,yes,declines ,10.3354/meps08437,2010,Linares,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,no,had already been done in previous analysis,10.3354/meps08437,2010,Linares,
9,Pre or post breeding census,not reported,,10.3354/meps08437,2010,Linares,
10,Life cycle correctly estimated?,can't tell,,10.3354/meps08437,2010,Linares,
11,What is error if one found?,can't tell,,10.3354/meps08437,2010,Linares,
12,What metric used for fecundity?,new polyps,,10.3354/meps08437,2010,Linares,
13,Sample size,100+,at least 100 in each plot but not clear how many plots,10.3354/meps08437,2010,Linares,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1071/WR10080,2010,Chambers,program MARK
2,Organism,marsupial,tammar wallabies,10.1071/WR10080,2010,Chambers,PopTools
3,Do they model an observation process for survival?,yes,multistrata mark-recapture model,10.1071/WR10080,2010,Chambers,
4,Do they model an observation process for fecundity?,no,direct calculation,10.1071/WR10080,2010,Chambers,
5,Was uncertainty reported?,yes,"standard errors (delta method - survival, bootstrap fecundity)",10.1071/WR10080,2010,Chambers,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.1071/WR10080,2010,Chambers,
7,Was lambda estimated from matrix? If yes what conclusion,yes,road mortality decreased lambda but lambda above 1 in naval base and below in bushlands,10.1071/WR10080,2010,Chambers,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,no,,10.1071/WR10080,2010,Chambers,
9,Pre or post breeding census,post,starts month after births,10.1071/WR10080,2010,Chambers,
10,Life cycle correctly estimated?,yes,,10.1071/WR10080,2010,Chambers,
11,What is error if one found?,NA,,10.1071/WR10080,2010,Chambers,
12,What metric used for fecundity?,number of female offspring,times first year survival (only up to weaning - assume weaning - capture = 100%),10.1071/WR10080,2010,Chambers,
13,Sample size,1255,total wallabies of both sexes captured,10.1071/WR10080,2010,Chambers,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.3354/meps08442,2010,Kelly,
2,Organism,Patellogastropoda,Lepetodrilus fucensis,10.3354/meps08442,2010,Kelly,
3,Do they model an observation process for survival?,no,linear regression and length-frequency distributions,10.3354/meps08442,2010,Kelly,
4,Do they model an observation process for fecundity?,no,"power function of actual fecundity, which is a direct calculation",10.3354/meps08442,2010,Kelly,
5,Was uncertainty reported?,yes,CI for lambda from parametric bootstrap,10.3354/meps08442,2010,Kelly,
6,"If reported, was the uncertainty complete for all parameters?",no,some survival reproduction,10.3354/meps08442,2010,Kelly,plot it for an earlier step in calculation
7,Was lambda estimated from matrix? If yes what conclusion,yes,"slow growth = 0.94 (0.75-1.73), intermediate growth = 1.23 (0.72-1.6), fast growth = 1.58 (0.72-1.72)",10.3354/meps08442,2010,Kelly,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,elasticity showed most sensitive to survival of recruits,10.3354/meps08442,2010,Kelly,
9,Pre or post breeding census,birth flow,,10.3354/meps08442,2010,Kelly,
10,Life cycle correctly estimated?,yes,,10.3354/meps08442,2010,Kelly,
11,What is error if one found?,NA,,10.3354/meps08442,2010,Kelly,
12,What metric used for fecundity?,number of female offspring produced by adult females,,10.3354/meps08442,2010,Kelly,
13,Sample size,not reported,,10.3354/meps08442,2010,Kelly,
