Vital rate,Matrix position,Estimate,Uncertainty1,Uncertainty2,Uncertainty type,Method of estimation,Propagated to final matrix?,Sample size,Which model,DOI,Year,Author,Comments,
juvenile transition to large adult,"3,1",0.03,0.001,NA,standard error,multi-state capture-recapture model,yes,can't tell,site1,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
juvenile transition to large adult,"3,1",0.04,0.03,NA,standard error,multi-state capture-recapture model,yes,can't tell,site2,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
juvenile transition to large adult,"3,1",0.002,0.02,NA,standard error,multi-state capture-recapture model,yes,can't tell,site3,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
juvenile transition to large adult,"3,1",0.007,0.03,NA,standard error,multi-state capture-recapture model,yes,can't tell,site4,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
juvenile transition to large adult,"3,1",0.001,0.001,NA,standard error,multi-state capture-recapture model,yes,can't tell,site5,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,<0.001 rounded to 0.001,
juvenile transition to large adult,"3,1",0.06,0.05,NA,standard error,multi-state capture-recapture model,yes,can't tell,site6,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
juvenile transition to large adult,"3,1",0.04,0.05,NA,standard error,multi-state capture-recapture model,yes,can't tell,site7,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
juvenile transition to large adult,"3,1",0.03,0.01,NA,standard error,multi-state capture-recapture model,yes,can't tell,site8,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
small adult fecundity,"1,2",3.33,0.27,NA,standard error,estimated mean,yes,5,site1,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
small adult fecundity,"1,2",2.57,1.53,NA,standard error,estimated mean,yes,9,site2,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
small adult fecundity,"1,2",3.5,0.37,NA,standard error,estimated mean,yes,2,site3,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
small adult fecundity,"1,2",4,0.97,NA,standard error,estimated mean,yes,2,site4,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
small adult fecundity,"1,2",4.34,0.29,NA,standard error,estimated mean,yes,22,site5,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
small adult fecundity,"1,2",3.94,0.95,NA,standard error,estimated mean,yes,11,site6,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
small adult fecundity,"1,2",3.5,0.84,NA,standard error,estimated mean,yes,2,site7,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
small adult fecundity,"1,2",4.2,0.41,NA,standard error,estimated mean,yes,3,site8,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
large adult fecundity,"1,3",3.33,0.27,NA,standard error,estimated mean,yes,1,site1,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,looks like for some both adult stages may have been combined but not clear
large adult fecundity,"1,3",4.14,0.88,NA,standard error,estimated mean,yes,5,site2,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
large adult fecundity,"1,3",3.5,0.37,NA,standard error,estimated mean,yes,2,site3,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
large adult fecundity,"1,3",6.67,1.57,NA,standard error,estimated mean,yes,4,site4,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
large adult fecundity,"1,3",4.34,0.29,NA,standard error,estimated mean,yes,7,site5,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
large adult fecundity,"1,3",3.94,0.95,NA,standard error,estimated mean,yes,5,site6,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
large adult fecundity,"1,3",3.5,0.84,NA,standard error,estimated mean,yes,2,site7,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
large adult fecundity,"1,3",4.2,0.41,NA,standard error,estimated mean,yes,2,site8,10.1655/HERPETOLOGICA-D-12-00038R2,2013,Pérez-Mendoza,,
juvenile survival,"2,1",0.297,0.162,0.483,credible interval,multi-state capture-recapture model,yes,136,NA,10.1111/ibi.12125,2014,Altwegg,posterior medians,
second year survival,"3,2",0.716,0.486,0.91,credible interval,multi-state capture-recapture model,yes,can't tell,NA,10.1111/ibi.12125,2014,Altwegg,,
2+ survival,"4,3",0.852,0.788,0.906,credible interval,multi-state capture-recapture model,yes,can't tell,NA,10.1111/ibi.12125,2014,Altwegg,,
starting to breed 2,"5,3",0.519,0.332,0.709,credible interval,multi-state capture-recapture model,yes,can't tell,NA,10.1111/ibi.12125,2014,Altwegg,,
starting to breed 3,"5,4",0.774,0.554,0.927,credible interval,multi-state capture-recapture model,yes,can't tell,NA,10.1111/ibi.12125,2014,Altwegg,,
immigration,NA,0.208,0.089,0.424,credible interval,integrated population model,yes,can't tell,NA,10.1111/ibi.12125,2014,Altwegg,,
number of fledglings,NA,plotted only,plotted only,plotted only,credible interval,Poisson model,yes,can't tell,NA,10.1111/ibi.12125,2014,Altwegg,plotted only,
population size,NA,plotted only,plotted only,plotted only,credible interval,integrated population model,NA,NA,NA,10.1111/ibi.12125,2014,Altwegg,not reported,
lambda,NA,plotted only,plotted only,plotted only,range ,across range of fecundity values,NA,NA,NA,10.1093/jme/tjw021,2016,Hanly,,
lambda,NA,plotted only,plotted only,plotted only,range,across range of fecundity values,NA,NA,NA,10.1093/jme/tjw021,2016,Hanly,plotted only,
fecundity,"1,7",NA,1,52,range,user defined,yes,NA,NA,10.1093/jme/tjw021,2016,Hanly,,
1st instar survival,"3,2",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,resource limited,10.1093/jme/tjw021,2016,Hanly,plotted only,
2nd instar survival,"4,3",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,resource limited,10.1093/jme/tjw021,2016,Hanly,,
3rd instar survival,"5,4",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,resource limited,10.1093/jme/tjw021,2016,Hanly,,
4th instar survival,"6,5",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,resource limited,10.1093/jme/tjw021,2016,Hanly,,
pupae survival,"7,6",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,resource limited,10.1093/jme/tjw021,2016,Hanly,,
1st instar survival,"3,2",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,not resource limited,10.1093/jme/tjw021,2016,Hanly,,
2nd instar survival,"4,3",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,not resource limited,10.1093/jme/tjw021,2016,Hanly,,
3rd instar survival,"5,4",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,not resource limited,10.1093/jme/tjw021,2016,Hanly,,
4th instar survival,"6,5",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,not resource limited,10.1093/jme/tjw021,2016,Hanly,,
pupae survival,"7,6",plotted only,plotted only,plotted only,confidence interval,logistic regression,no,can't tell,not resource limited,10.1093/jme/tjw021,2016,Hanly,,
survival age 1,"2,1",0.45,0.1,NA,standard error,Burnham model,no,can't tell,Lake of the woods,10.1002/jwmg.628,2014,Chastant,lots of sample size information but not by age class,
survival age 2,"3,2",0.63,0.09,NA,standard error,Burnham model,no,can't tell,Lake of the woods,10.1002/jwmg.628,2014,Chastant,,
survival age 3,"4,3",0.87,0.07,NA,standard error,Burnham model,no,can't tell,Lake of the woods,10.1002/jwmg.628,2014,Chastant,,
survival age 4,"4,4",0.84,0.09,NA,standard error,Burnham model,no,can't tell,Lake of the woods,10.1002/jwmg.628,2014,Chastant,,
survival age 1,"2,1",0.19,0.02,NA,standard error,Burnham model,no,can't tell,Eastern Lake Ontario,10.1002/jwmg.628,2014,Chastant,,
survival age 2,"3,2",0.78,0.05,NA,standard error,Burnham model,no,can't tell,Eastern Lake Ontario,10.1002/jwmg.628,2014,Chastant,,
survival age 3,"4,3",0.83,0.05,NA,standard error,Burnham model,no,can't tell,Eastern Lake Ontario,10.1002/jwmg.628,2014,Chastant,,
survival age 4,"4,4",0.83,0.05,NA,standard error,Burnham model,no,can't tell,Eastern Lake Ontario,10.1002/jwmg.628,2014,Chastant,,
fecundity,"1,4",0.668,NA,NA,NA,direct calculation,no,can't tell,Lake of the woods,10.1002/jwmg.628,2014,Chastant,,
fecundity,"1,4",1.021,NA,NA,NA,direct calculation,no,can't tell,Eastern Lake Ontario,10.1002/jwmg.628,2014,Chastant,,
lambda,NA,0.97,NA,NA,NA,NA,NA,can't tell,Eastern Lake Ontario,10.1002/jwmg.628,2014,Chastant,"VERY CLOSE to 1, probably would span it if uncertainty propagated",
lambda,NA,1.01,NA,NA,NA,NA,NA,can't tell,Lake of the woods,10.1002/jwmg.628,2014,Chastant,,
lambda,NA,0.608,NA,NA,NA,NA,NA,NA,baseline,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
lambda,NA,0.352,NA,NA,NA,NA,NA,NA,temperature increase,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
lambda,NA,0.159,NA,NA,NA,NA,NA,NA,European climate change scenario,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
lambda,NA,0.073,NA,NA,NA,NA,NA,NA,variability a,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
lambda,NA,3.236,NA,NA,NA,NA,NA,NA,variability b,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
lambda,NA,1.576,NA,NA,NA,NA,NA,NA,variability c,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
lambda,NA,0.151,NA,NA,NA,NA,NA,NA,varibaility d,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,PROC GLIMMIX SAS,
number of eggs,"1,5",56,Can't find it,Can't find it,confidence interval,Poisson GLMM,no,16,low temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
number of eggs,"1,5",89,Can't find it,Can't find it,confidence interval,Poisson GLMM,no,16,mid temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
number of eggs,"1,5",117,Can't find it,Can't find it,confidence interval,Poisson GLMM,no,16,high temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,plotted only,
egg survival,"2,1",0.704,Can't find it,Can't find it,confidence interval,Binomial GLMM,no,398,low temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,PROC GLIMMIX SAS,
egg survival,"2,1",Can't find it,Can't find it,Can't find it,confidence interval,Binomial GLMM,no,405,mid temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
egg survival,"2,1",0.806,Can't find it,Can't find it,confidence interval,Binomial GLMM,no,402,high temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
egg survival,"2,1",0.75,0.012,NA,standard error the mean,Binomial GLMM,no,1205,mean,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
pre-diapause larva survival,"3,2",0.654,Can't find it,Can't find it,confidence interval,logistic GLM,no,159,low temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,PROC GENMOD SAS,
pre-diapause larva survival,"3,2",0.49,Can't find it,Can't find it,confidence interval,logistic GLM,no,96,mid temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
pre-diapause larva survival,"3,2",0.762,Can't find it,Can't find it,confidence interval,logistic GLM,no,160,high temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
pre-diapause larva survival,"3,2",0.658,0.023,NA,standard error the mean,logistic GLM,no,415,mean,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
overwintering larvae survival,"4,3",0.059,NA,NA,missing,logistic GLM,no,can't tell,low temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
overwintering larvae survival,"4,3",0.025,NA,NA,missing,logistic GLM,no,can't tell,mid temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
overwintering larvae survival,"4,3",0.0055,NA,NA,missing,logistic GLM,no,can't tell,high temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
overwintering larvae survival,"4,3",0.025,NA,NA,missing,logistic GLM,no,436,mean,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
pupae survival,"5,4",0.444,Can't find it,Can't find it,confidence interval,logistic GLM,no,9,low temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
pupae survival,"5,4",0.75,Can't find it,Can't find it,confidence interval,logistic GLM,no,8,mid temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
pupae survival,"5,4",0.889,Can't find it,Can't find it,confidence interval,logistic GLM,no,9,high temperature,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
pupae survival,"5,4",0.549,0.057,NA,standard error the mean,logistic GLM,no,72,in field,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
pupae survival,"5,4",0.692,0.88,NA,standard error the mean,logistic GLM,no,26,experiment,10.1111/j.1365-2656.2012.02029.x,2013,Radchuk,,
juvenile survival female,NA,0.582,0.029,NA,standard error/standard deviation,multi-state capture-recapture model,yes,1697,imm3,10.1111/1365-2656.12206,2014,Szostek,found it very hard to find anything and writing was quite inconsistent,
juvenile survival female,NA,0.581,0.029,NA,standard error/standard deviation,multi-state capture-recapture model,yes,1697,imm6,10.1111/1365-2656.12206,2014,Szostek,wrote same thing as SD and SE but as Bayesian expect credible interval,
juvenile survival female,NA,0.592,0.3,NA,standard error/standard deviation,multi-state capture-recapture model,yes,1697,no imm,10.1111/1365-2656.12206,2014,Szostek,,
juvenile survival male,NA,0.615,0.052,NA,standard error/standard deviation,multi-state capture-recapture model,yes,1618,imm3,10.1111/1365-2656.12206,2014,Szostek,can't map onto a matrix,
juvenile survival male,NA,0.618,0.05,NA,standard error/standard deviation,multi-state capture-recapture model,yes,1618,imm6,10.1111/1365-2656.12206,2014,Szostek,,
juvenile survival male,NA,0.631,0.052,NA,standard error/standard deviation,multi-state capture-recapture model,yes,1618,no imm,10.1111/1365-2656.12206,2014,Szostek,,
subadult survival female,NA,0.83,0.03,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
subadult survival female,NA,0.83,0.031,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
subadult survival female,NA,0.842,0.031,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
subadult survival male,NA,0.922,0.028,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
subadult survival male,NA,0.921,0.029,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
subadult survival male,NA,0.928,0.025,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
adult survival female,NA,0.875,0.011,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
adult survival female,NA,0.875,0.012,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
adult survival female,NA,0.9,0.014,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
adult survival male,NA,0.869,0.014,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
adult survival male,NA,0.868,0.014,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
adult survival male,NA,0.893,0.014,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
productivity1 female,NA,0.409,0.154,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
productivity1 female,NA,0.4,0.147,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,has total numbr of broods but can't tell by age,
productivity1 female,NA,0.404,0.15,NA,standard error/standard deviation,Poisson regression,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
productivity1 male,NA,0.432,0.149,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
productivity1 male,NA,0.431,0.15,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
productivity1 male,NA,0.444,0.159,NA,standard error/standard deviation,Poisson regression,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
productivity2 female,NA,0.819,0.159,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
productivity2 female,NA,0.809,0.155,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
productivity2 female,NA,0.829,0.158,NA,standard error/standard deviation,Poisson regression,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
productivity2 male,NA,0.826,0.164,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
productivity2 male,NA,0.824,0.162,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
productivity2 male,NA,0.847,0.17,NA,standard error/standard deviation,Poisson regression,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
productivity3 female,NA,0.947,0.193,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
productivity3 female,NA,0.947,0.19,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
productivity3 female,NA,0.98,0.203,NA,standard error/standard deviation,Poisson regression,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
productivity3 male,NA,1.018,0.174,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
productivity3 male,NA,1.015,0.173,NA,standard error/standard deviation,Poisson regression,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
productivity3 male,NA,1.064,0.19,NA,standard error/standard deviation,Poisson regression,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
prob first breeding 2 female,NA,0.037,0.022,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm3,10.1111/1365-2656.12206,2014,Szostek,,
prob first breeding 2 female,NA,0.037,0.021,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,imm6,10.1111/1365-2656.12206,2014,Szostek,,
prob first breeding 2 female,NA,0.038,0.021,NA,standard error/standard deviation,multi-state capture-recapture model,yes,can't tell,no imm,10.1111/1365-2656.12206,2014,Szostek,,
